TransactionID,AccountID,CustomerID,Type,Amount,Merchant,Country,Datetime,Channel,BalanceAfter,AppliedType
503096,10104,89,DEBIT,503,ElectricBill,AE,2024-03-18 13:45:00,ONLINE,409906,DEBIT
503467,10032,29,DEBIT,1011,Restaurant,PK,2024-03-18 14:46:00,ONLINE,331777,DEBIT
501407,10086,74,CREDIT,942,WaterBill,US,2024-03-18 14:59:00,ONLINE,367605,CREDIT
504417,10006,6,DEBIT,1703,Restaurant,US,2024-03-18 19:50:00,ONLINE,166142,DEBIT
502013,10014,13,CREDIT,2853,MobileTopup,AE,2024-03-18 22:08:00,POS,77946,CREDIT
502220,10077,65,DEBIT,2146,Amazon,PK,2024-03-18 22:17:00,ATM,225656,DEBIT
501123,10083,71,DEBIT,10067,MobileTopup,CN,2024-03-19 00:19:00,ATM,12801,DEBIT
501528,10103,88,CREDIT,2064,Transfer,CN,2024-03-19 00:42:00,ONLINE,393148,CREDIT
500688,10086,74,DEBIT,284,Transfer,US,2024-03-19 01:32:00,ONLINE,367321,DEBIT
501700,10010,10,CREDIT,2265,Walmart,US,2024-03-19 02:05:00,POS,13111,CREDIT
503689,10137,118,CREDIT,91,LocalStore,CN,2024-03-19 02:13:00,ONLINE,310684,CREDIT
502248,10096,82,DEBIT,914,WaterBill,PK,2024-03-19 02:14:00,BRANCH,357206,DEBIT
502074,10123,106,DEBIT,1147,SalaryCredit,US,2024-03-19 02:54:00,ONLINE,227507,DEBIT
501419,10008,8,CREDIT,3066,ElectricBill,GB,2024-03-19 07:17:00,ATM,272545,CREDIT
500670,10132,114,CREDIT,1454,ElectricBill,US,2024-03-19 08:03:00,ONLINE,530231,CREDIT
500498,10110,94,DEBIT,850,ElectricBill,AE,2024-03-19 08:05:00,POS,314951,DEBIT
504313,10019,17,CREDIT,2832,SalaryCredit,AE,2024-03-19 08:45:00,ONLINE,125295,CREDIT
503399,10080,68,DEBIT,2941,ElectricBill,PK,2024-03-19 10:20:00,ONLINE,112833,DEBIT
503725,10005,5,CREDIT,418,ElectricBill,CN,2024-03-19 12:00:00,ONLINE,407929,CREDIT
500638,10041,37,CREDIT,388,WaterBill,AE,2024-03-19 12:55:00,POS,353004,CREDIT
501756,10115,99,DEBIT,723,Amazon,AE,2024-03-19 13:10:00,POS,171622,DEBIT
504337,10139,120,CREDIT,2701,LocalStore,PK,2024-03-19 18:08:00,POS,201790,CREDIT
503820,10114,98,DEBIT,6765,LocalStore,US,2024-03-19 19:02:00,POS,605246,DEBIT
503216,10114,98,CREDIT,3621,WaterBill,GB,2024-03-19 20:21:00,POS,608867,CREDIT
503056,10047,42,DEBIT,1012,ElectricBill,CN,2024-03-20 02:33:00,ONLINE,475748,DEBIT
500466,10041,37,DEBIT,541,SalaryCredit,AE,2024-03-20 08:47:00,ONLINE,352463,DEBIT
503840,10028,25,DEBIT,1401,Walmart,US,2024-03-20 08:49:00,ONLINE,488147,DEBIT
500764,10083,71,DEBIT,6368,ElectricBill,AE,2024-03-20 13:16:00,ATM,6433,DEBIT
500483,10118,101,DEBIT,2567,Transfer,CN,2024-03-20 13:33:00,POS,258565,DEBIT
501745,10041,37,DEBIT,1691,SalaryCredit,GB,2024-03-20 15:46:00,ONLINE,350772,DEBIT
500241,10086,74,DEBIT,370,SalaryCredit,US,2024-03-20 22:07:00,POS,366951,DEBIT
501636,10012,12,CREDIT,1809,Restaurant,AE,2024-03-20 22:44:00,ONLINE,407387,CREDIT
501731,10079,67,CREDIT,66976,Restaurant,AE,2024-03-20 23:33:00,POS,324652,CREDIT
500279,10079,67,DEBIT,6526,Transfer,CN,2024-03-21 02:41:00,ONLINE,318126,DEBIT
500002,10045,40,CREDIT,4216,SalaryCredit,US,2024-03-21 05:15:00,POS,152197,CREDIT
502111,10048,43,DEBIT,140,Amazon,AE,2024-03-21 06:30:00,ATM,417295,DEBIT
504262,10015,14,CREDIT,5201,MobileTopup,GB,2024-03-21 08:02:00,ATM,390467,CREDIT
502209,10024,21,CREDIT,2640,Restaurant,CN,2024-03-21 09:49:00,ONLINE,313897,CREDIT
502576,10103,88,DEBIT,227,Restaurant,CN,2024-03-21 12:00:00,ONLINE,392921,DEBIT
503871,10013,13,DEBIT,2917,Restaurant,US,2024-03-21 15:04:00,ONLINE,24604,DEBIT
501499,10107,91,DEBIT,644,Walmart,PK,2024-03-21 17:23:00,BRANCH,444416,DEBIT
503894,10106,90,DEBIT,1842,ElectricBill,GB,2024-03-21 19:16:00,ONLINE,131163,DEBIT
502793,10007,7,DEBIT,1285,WaterBill,PK,2024-03-21 21:40:00,POS,19350,DEBIT
501722,10103,88,DEBIT,1051,Walmart,PK,2024-03-22 02:21:00,ONLINE,391870,DEBIT
502846,10113,97,DEBIT,66,LocalStore,CN,2024-03-22 03:25:00,POS,440278,DEBIT
500475,10100,86,CREDIT,1075,Amazon,PK,2024-03-22 06:00:00,POS,429173,CREDIT
500308,10079,67,DEBIT,2515,WaterBill,US,2024-03-22 07:30:00,ATM,315611,DEBIT
501102,10068,58,CREDIT,2090,ElectricBill,AE,2024-03-22 07:49:00,BRANCH,98263,CREDIT
503330,10038,34,CREDIT,2785,Transfer,GB,2024-03-22 13:35:00,ONLINE,356948,CREDIT
504498,10065,56,DEBIT,974,LocalStore,PK,2024-03-22 14:03:00,ONLINE,443484,DEBIT
500142,10023,20,DEBIT,1092,MobileTopup,GB,2024-03-22 14:11:00,ATM,67573,DEBIT
503575,10026,23,DEBIT,258,Transfer,CN,2024-03-22 16:41:00,ATM,104104,DEBIT
500692,10127,110,CREDIT,1176,Restaurant,CN,2024-03-22 18:55:00,ONLINE,194538,CREDIT
500574,10009,9,DEBIT,1295,Restaurant,PK,2024-03-22 22:18:00,POS,404986,DEBIT
500416,10017,15,DEBIT,4428,WaterBill,CN,2024-03-22 22:58:00,ATM,98915,DEBIT
503238,10130,113,CREDIT,887,Restaurant,PK,2024-03-23 00:50:00,ONLINE,120478,CREDIT
503423,10055,49,CREDIT,2108,ElectricBill,PK,2024-03-23 03:34:00,POS,474924,CREDIT
503980,10102,87,CREDIT,949,Amazon,AE,2024-03-23 04:31:00,ATM,66939,CREDIT
501219,10095,81,DEBIT,2504,LocalStore,PK,2024-03-23 04:34:00,ONLINE,209676,DEBIT
501451,10110,94,CREDIT,138247,Restaurant,GB,2024-03-23 07:10:00,BRANCH,453198,CREDIT
503731,10072,61,DEBIT,880,SalaryCredit,PK,2024-03-23 10:47:00,ATM,151383,DEBIT
501585,10039,35,DEBIT,1626,SalaryCredit,AE,2024-03-23 14:35:00,ONLINE,355387,DEBIT
502311,10053,48,CREDIT,74275,Walmart,PK,2024-03-23 19:45:00,ONLINE,357708,CREDIT
500901,10056,50,CREDIT,2764,Walmart,PK,2024-03-23 19:51:00,POS,210309,CREDIT
503236,10033,30,DEBIT,944,SalaryCredit,CN,2024-03-24 02:36:00,ONLINE,155139,DEBIT
502519,10057,51,CREDIT,9818,Amazon,AE,2024-03-24 04:08:00,ONLINE,410395,CREDIT
500282,10115,99,CREDIT,940,Walmart,US,2024-03-24 04:45:00,BRANCH,172562,CREDIT
502179,10017,15,CREDIT,112680,ElectricBill,PK,2024-03-24 06:15:00,BRANCH,211595,CREDIT
503169,10113,97,CREDIT,1091,WaterBill,GB,2024-03-24 08:55:00,POS,441369,CREDIT
504203,10061,53,DEBIT,2324,SalaryCredit,GB,2024-03-24 09:05:00,ATM,303211,DEBIT
503807,10062,54,DEBIT,178,Restaurant,CN,2024-03-24 09:13:00,ONLINE,280832,DEBIT
504176,10048,43,DEBIT,2762,Amazon,PK,2024-03-24 11:25:00,ATM,414533,DEBIT
500320,10117,101,DEBIT,490,ElectricBill,AE,2024-03-24 14:21:00,ONLINE,188961,DEBIT
504320,10122,105,DEBIT,1306,WaterBill,US,2024-03-24 14:22:00,ONLINE,6612,DEBIT
502975,10075,63,CREDIT,3472,WaterBill,CN,2024-03-24 14:55:00,BRANCH,229283,CREDIT
500493,10026,23,DEBIT,3016,LocalStore,PK,2024-03-24 22:19:00,ONLINE,101088,DEBIT
503994,10008,8,DEBIT,2937,Amazon,PK,2024-03-24 23:11:00,ONLINE,269608,DEBIT
500408,10120,103,CREDIT,3303,Amazon,PK,2024-03-24 23:48:00,ATM,360518,CREDIT
503483,10011,11,DEBIT,87,Restaurant,GB,2024-03-25 00:12:00,ATM,338944,DEBIT
502966,10116,100,CREDIT,812,Restaurant,CN,2024-03-25 02:02:00,POS,198980,CREDIT
500197,10062,54,DEBIT,1180,SalaryCredit,US,2024-03-25 03:14:00,POS,279652,DEBIT
502575,10091,79,CREDIT,1498,LocalStore,PK,2024-03-25 05:01:00,POS,191657,CREDIT
501935,10105,90,CREDIT,6165,MobileTopup,PK,2024-03-25 10:50:00,POS,385789,CREDIT
501540,10085,73,DEBIT,2760,Walmart,CN,2024-03-25 11:35:00,ONLINE,189399,DEBIT
501535,10062,54,DEBIT,644,SalaryCredit,AE,2024-03-25 15:15:00,ONLINE,279008,DEBIT
500146,10025,22,DEBIT,9373,LocalStore,PK,2024-03-25 21:23:00,ATM,127560,DEBIT
502832,10094,81,CREDIT,2034,Transfer,AE,2024-03-25 21:28:00,POS,449150,CREDIT
503294,10061,53,CREDIT,116,SalaryCredit,GB,2024-03-25 22:00:00,ONLINE,303327,CREDIT
503585,10122,105,CREDIT,491,MobileTopup,US,2024-03-26 02:12:00,ONLINE,7103,CREDIT
501557,10063,55,DEBIT,201,Walmart,US,2024-03-26 04:31:00,ONLINE,459407,DEBIT
503846,10137,118,CREDIT,172,ElectricBill,PK,2024-03-26 10:16:00,ATM,310856,CREDIT
502424,10131,113,CREDIT,1652,ElectricBill,US,2024-03-26 14:31:00,ONLINE,117602,CREDIT
501724,10062,54,CREDIT,616,SalaryCredit,CN,2024-03-26 17:47:00,ONLINE,279624,CREDIT
502617,10066,57,DEBIT,406,Walmart,CN,2024-03-26 18:17:00,ONLINE,490943,DEBIT
500068,10067,58,DEBIT,1020,Restaurant,AE,2024-03-26 23:03:00,ATM,35862,DEBIT
502191,10040,36,DEBIT,69,MobileTopup,US,2024-03-27 00:43:00,ATM,431364,DEBIT
501364,10007,7,DEBIT,7049,Restaurant,CN,2024-03-27 03:47:00,ONLINE,12301,DEBIT
501647,10092,80,DEBIT,1513,LocalStore,CN,2024-03-27 05:05:00,ONLINE,142421,DEBIT
501684,10112,96,DEBIT,3192,WaterBill,US,2024-03-27 06:45:00,ATM,524359,DEBIT
502204,10071,60,CREDIT,751,LocalStore,CN,2024-03-27 08:38:00,BRANCH,338079,CREDIT
501796,10030,27,DEBIT,7324,ElectricBill,AE,2024-03-27 10:09:00,ATM,453911,DEBIT
503571,10091,79,DEBIT,356,WaterBill,GB,2024-03-27 10:29:00,ONLINE,191301,DEBIT
500015,10121,104,DEBIT,1450,Transfer,PK,2024-03-27 12:27:00,ONLINE,317703,DEBIT
503889,10125,108,DEBIT,2601,MobileTopup,PK,2024-03-27 12:28:00,ONLINE,248418,DEBIT
503702,10083,71,DEBIT,610,Walmart,US,2024-03-27 13:20:00,ATM,5823,DEBIT
503613,10069,59,CREDIT,2063,Walmart,GB,2024-03-27 13:35:00,POS,446020,CREDIT
501538,10119,102,DEBIT,3413,Amazon,AE,2024-03-27 13:41:00,ONLINE,51709,DEBIT
504193,10097,83,CREDIT,2108,Restaurant,AE,2024-03-27 19:14:00,POS,114865,CREDIT
501626,10072,61,DEBIT,2798,Amazon,CN,2024-03-27 19:17:00,ONLINE,148585,DEBIT
500477,10029,26,CREDIT,308,Restaurant,GB,2024-03-27 23:40:00,ONLINE,340862,CREDIT
502410,10104,89,DEBIT,1395,Walmart,GB,2024-03-28 01:53:00,ONLINE,408511,DEBIT
503852,10076,64,CREDIT,769,MobileTopup,AE,2024-03-28 05:18:00,ATM,290667,CREDIT
500673,10065,56,DEBIT,297,Transfer,PK,2024-03-28 06:56:00,ONLINE,443187,DEBIT
500082,10052,47,DEBIT,3211,SalaryCredit,CN,2024-03-28 07:41:00,ONLINE,433595,DEBIT
500148,10008,8,CREDIT,224,Transfer,CN,2024-03-28 10:42:00,POS,269832,CREDIT
503656,10008,8,CREDIT,953,WaterBill,AE,2024-03-28 10:44:00,POS,270785,CREDIT
502413,10035,32,DEBIT,229,Walmart,US,2024-03-28 13:18:00,POS,300586,DEBIT
500419,10093,80,DEBIT,3078,WaterBill,US,2024-03-28 14:29:00,POS,413681,DEBIT
501780,10111,95,CREDIT,120,SalaryCredit,US,2024-03-28 15:55:00,ONLINE,287885,CREDIT
503226,10118,101,DEBIT,221,Walmart,US,2024-03-28 16:02:00,ATM,258344,DEBIT
502544,10096,82,CREDIT,160,LocalStore,AE,2024-03-28 16:09:00,POS,357366,CREDIT
503796,10087,75,CREDIT,1655,Amazon,CN,2024-03-28 22:38:00,POS,197025,CREDIT
500169,10042,38,DEBIT,134,MobileTopup,US,2024-03-29 01:46:00,POS,246104,DEBIT
502338,10004,4,DEBIT,3427,SalaryCredit,GB,2024-03-29 06:22:00,BRANCH,195255,DEBIT
500038,10093,80,DEBIT,5417,Walmart,GB,2024-03-29 08:18:00,ONLINE,408264,DEBIT
503976,10081,69,CREDIT,217,Restaurant,CN,2024-03-29 09:46:00,ONLINE,383349,CREDIT
500484,10026,23,DEBIT,480,SalaryCredit,CN,2024-03-29 12:34:00,BRANCH,100608,DEBIT
502154,10079,67,DEBIT,1985,SalaryCredit,PK,2024-03-29 15:33:00,BRANCH,313626,DEBIT
503992,10026,23,CREDIT,1289,Transfer,GB,2024-03-29 15:37:00,ONLINE,101897,CREDIT
500626,10078,66,DEBIT,608,SalaryCredit,US,2024-03-29 18:37:00,POS,69443,DEBIT
503095,10071,60,CREDIT,28791,Restaurant,US,2024-03-29 19:54:00,POS,366870,CREDIT
502481,10062,54,CREDIT,3928,Restaurant,GB,2024-03-30 02:06:00,ONLINE,283552,CREDIT
502010,10066,57,CREDIT,1125,LocalStore,PK,2024-03-30 02:16:00,ATM,492068,CREDIT
502739,10116,100,CREDIT,2333,MobileTopup,PK,2024-03-30 03:22:00,ONLINE,201313,CREDIT
504349,10122,105,DEBIT,80,LocalStore,AE,2024-03-30 03:46:00,POS,7023,DEBIT
502949,10020,18,CREDIT,2515,Walmart,AE,2024-03-30 04:53:00,ONLINE,207834,CREDIT
502465,10100,86,CREDIT,3489,Transfer,PK,2024-03-30 05:44:00,POS,432662,CREDIT
501061,10030,27,DEBIT,1516,LocalStore,CN,2024-03-30 08:07:00,ONLINE,452395,DEBIT
502958,10098,84,CREDIT,4269,LocalStore,PK,2024-03-30 14:18:00,BRANCH,549954,CREDIT
502124,10022,19,DEBIT,1097,SalaryCredit,PK,2024-03-30 16:53:00,POS,481247,DEBIT
503156,10060,53,CREDIT,4025,Transfer,US,2024-03-30 18:48:00,ONLINE,34905,CREDIT
502868,10109,93,DEBIT,747,WaterBill,GB,2024-03-30 20:14:00,ONLINE,20551,DEBIT
503645,10043,39,DEBIT,1883,WaterBill,AE,2024-03-30 21:56:00,ONLINE,90716,DEBIT
503811,10069,59,CREDIT,784,Amazon,PK,2024-03-30 23:09:00,POS,446804,CREDIT
500379,10105,90,DEBIT,1828,MobileTopup,US,2024-03-31 00:40:00,ATM,383961,DEBIT
502647,10115,99,CREDIT,1961,WaterBill,US,2024-03-31 00:58:00,BRANCH,174523,CREDIT
502922,10134,116,DEBIT,1415,Restaurant,CN,2024-03-31 02:13:00,ONLINE,487032,DEBIT
503736,10120,103,CREDIT,665,LocalStore,CN,2024-03-31 02:39:00,POS,361183,CREDIT
501914,10137,118,CREDIT,259,MobileTopup,AE,2024-03-31 03:06:00,POS,311115,CREDIT
500686,10127,110,DEBIT,3291,Transfer,US,2024-03-31 03:48:00,ONLINE,191247,DEBIT
502565,10124,107,DEBIT,89,LocalStore,AE,2024-03-31 04:22:00,POS,236944,DEBIT
500388,10004,4,DEBIT,3034,MobileTopup,AE,2024-03-31 05:06:00,POS,192221,DEBIT
504343,10129,112,CREDIT,1035,LocalStore,AE,2024-03-31 05:33:00,ATM,161922,CREDIT
502774,10096,82,DEBIT,3029,SalaryCredit,GB,2024-03-31 06:25:00,BRANCH,354337,DEBIT
501168,10051,46,CREDIT,1952,MobileTopup,GB,2024-03-31 06:54:00,BRANCH,220514,CREDIT
501838,10061,53,CREDIT,946,SalaryCredit,CN,2024-03-31 07:09:00,BRANCH,304273,CREDIT
502215,10037,33,CREDIT,2119,Restaurant,PK,2024-03-31 09:59:00,ONLINE,10495,CREDIT
503038,10122,105,DEBIT,1144,Amazon,PK,2024-03-31 10:17:00,ONLINE,5879,DEBIT
502879,10052,47,DEBIT,3467,WaterBill,CN,2024-03-31 11:18:00,ONLINE,430128,DEBIT
500921,10088,76,DEBIT,6747,SalaryCredit,PK,2024-03-31 11:25:00,POS,114566,DEBIT
503861,10132,114,CREDIT,5949,WaterBill,PK,2024-03-31 13:22:00,ONLINE,536180,CREDIT
500378,10097,83,DEBIT,3671,MobileTopup,US,2024-03-31 18:48:00,BRANCH,111194,DEBIT
504074,10138,119,CREDIT,4348,Walmart,CN,2024-04-01 04:24:00,ONLINE,483003,CREDIT
501910,10120,103,CREDIT,1908,WaterBill,GB,2024-04-01 06:30:00,ATM,363091,CREDIT
501023,10039,35,DEBIT,424,WaterBill,US,2024-04-01 06:32:00,ONLINE,354963,DEBIT
501794,10006,6,DEBIT,6401,SalaryCredit,AE,2024-04-01 09:54:00,ATM,159741,DEBIT
501230,10061,53,CREDIT,472,LocalStore,US,2024-04-01 10:20:00,BRANCH,304745,CREDIT
502053,10132,114,DEBIT,202,MobileTopup,PK,2024-04-01 11:38:00,POS,535978,DEBIT
502906,10003,3,CREDIT,971,WaterBill,US,2024-04-01 14:25:00,ONLINE,443520,CREDIT
503176,10032,29,CREDIT,1053,Walmart,GB,2024-04-01 15:41:00,POS,332830,CREDIT
500856,10020,18,CREDIT,1623,SalaryCredit,CN,2024-04-01 20:04:00,POS,209457,CREDIT
500526,10138,119,CREDIT,980,Amazon,GB,2024-04-01 20:26:00,ONLINE,483983,CREDIT
500581,10026,23,DEBIT,371,LocalStore,GB,2024-04-01 20:43:00,ONLINE,101526,DEBIT
503988,10019,17,DEBIT,296,LocalStore,GB,2024-04-01 21:49:00,POS,124999,DEBIT
503534,10092,80,CREDIT,1629,SalaryCredit,US,2024-04-02 01:10:00,ONLINE,144050,CREDIT
500935,10065,56,DEBIT,220,Amazon,AE,2024-04-02 03:41:00,POS,442967,DEBIT
504007,10126,109,CREDIT,3237,SalaryCredit,US,2024-04-02 06:43:00,ATM,62628,CREDIT
500819,10070,60,CREDIT,1474,Walmart,AE,2024-04-02 07:58:00,ONLINE,194764,CREDIT
502071,10014,13,CREDIT,329,SalaryCredit,GB,2024-04-02 08:22:00,ONLINE,78275,CREDIT
501267,10089,77,DEBIT,311,Restaurant,PK,2024-04-02 09:04:00,POS,313523,DEBIT
503766,10102,87,DEBIT,3734,WaterBill,AE,2024-04-02 12:39:00,ONLINE,63205,DEBIT
501801,10050,45,CREDIT,7780,LocalStore,PK,2024-04-02 16:11:00,ONLINE,436583,CREDIT
503486,10065,56,DEBIT,4456,Amazon,CN,2024-04-02 16:36:00,ONLINE,438511,DEBIT
501119,10043,39,CREDIT,1297,ElectricBill,AE,2024-04-02 20:46:00,ONLINE,92013,CREDIT
500409,10090,78,DEBIT,1475,WaterBill,CN,2024-04-03 00:30:00,ONLINE,411129,DEBIT
501380,10090,78,DEBIT,831,LocalStore,GB,2024-04-03 05:34:00,BRANCH,410298,DEBIT
500137,10118,101,DEBIT,4815,Walmart,GB,2024-04-03 05:39:00,POS,253529,DEBIT
501268,10059,52,CREDIT,1336,Transfer,PK,2024-04-03 15:03:00,POS,60116,CREDIT
500622,10077,65,CREDIT,601,Walmart,CN,2024-04-03 15:24:00,ATM,226257,CREDIT
501740,10013,13,DEBIT,1278,SalaryCredit,AE,2024-04-03 16:10:00,ATM,23326,DEBIT
503048,10054,49,CREDIT,1625,SalaryCredit,PK,2024-04-03 19:50:00,ONLINE,225248,CREDIT
503850,10135,116,DEBIT,4454,Restaurant,CN,2024-04-03 21:28:00,ONLINE,466078,DEBIT
500564,10113,97,DEBIT,362,LocalStore,AE,2024-04-03 22:43:00,ONLINE,441007,DEBIT
502507,10051,46,DEBIT,1520,ElectricBill,AE,2024-04-03 23:49:00,POS,218994,DEBIT
501522,10107,91,DEBIT,506,ElectricBill,AE,2024-04-04 02:34:00,BRANCH,443910,DEBIT
504370,10042,38,DEBIT,895,Amazon,AE,2024-04-04 03:14:00,POS,245209,DEBIT
504432,10094,81,DEBIT,2748,MobileTopup,CN,2024-04-04 03:28:00,ONLINE,446402,DEBIT
500102,10135,116,CREDIT,62,Transfer,PK,2024-04-04 04:33:00,ATM,466140,CREDIT
501593,10042,38,CREDIT,2300,Amazon,PK,2024-04-04 06:09:00,ATM,247509,CREDIT
501422,10048,43,DEBIT,12604,Amazon,GB,2024-04-04 11:42:00,POS,401929,DEBIT
503897,10133,115,DEBIT,1628,Walmart,GB,2024-04-04 15:01:00,ONLINE,448151,DEBIT
501789,10112,96,DEBIT,2400,ElectricBill,PK,2024-04-04 17:29:00,POS,521959,DEBIT
503963,10048,43,DEBIT,2446,Transfer,PK,2024-04-04 18:01:00,BRANCH,399483,DEBIT
500959,10075,63,CREDIT,427,Transfer,PK,2024-04-04 21:58:00,POS,229710,CREDIT
501169,10015,14,DEBIT,204,Transfer,GB,2024-04-04 22:54:00,POS,390263,DEBIT
500172,10096,82,DEBIT,649,MobileTopup,GB,2024-04-05 02:14:00,POS,353688,DEBIT
501414,10057,51,DEBIT,375,Amazon,AE,2024-04-05 03:22:00,ONLINE,410020,DEBIT
502235,10108,92,CREDIT,106899,SalaryCredit,US,2024-04-05 06:04:00,ONLINE,597082,CREDIT
503599,10090,78,DEBIT,1532,Amazon,GB,2024-04-05 11:28:00,ONLINE,408766,DEBIT
500254,10025,22,CREDIT,1867,LocalStore,US,2024-04-05 12:51:00,POS,129427,CREDIT
503295,10007,7,DEBIT,1069,Restaurant,US,2024-04-05 14:51:00,ONLINE,11232,DEBIT
500989,10046,41,DEBIT,938,LocalStore,CN,2024-04-05 15:07:00,BRANCH,402834,DEBIT
501985,10137,118,DEBIT,2517,Walmart,US,2024-04-05 17:20:00,POS,308598,DEBIT
502271,10035,32,CREDIT,2528,Walmart,GB,2024-04-05 17:46:00,ONLINE,303114,CREDIT
503742,10139,120,CREDIT,4597,Restaurant,CN,2024-04-05 18:02:00,POS,206387,CREDIT
501748,10081,69,DEBIT,242,Transfer,AE,2024-04-05 18:15:00,ONLINE,383107,DEBIT
502786,10126,109,DEBIT,4746,Restaurant,GB,2024-04-05 21:41:00,ONLINE,57882,DEBIT
503070,10003,3,DEBIT,372,SalaryCredit,GB,2024-04-05 23:47:00,ONLINE,443148,DEBIT
503106,10127,110,CREDIT,4574,SalaryCredit,US,2024-04-06 00:13:00,ATM,195821,CREDIT
501849,10006,6,DEBIT,2100,MobileTopup,GB,2024-04-06 02:59:00,ATM,157641,DEBIT
501679,10076,64,DEBIT,908,Restaurant,US,2024-04-06 03:03:00,POS,289759,DEBIT
503049,10113,97,DEBIT,3129,SalaryCredit,AE,2024-04-06 03:29:00,ONLINE,437878,DEBIT
502014,10044,39,DEBIT,3724,Restaurant,AE,2024-04-06 03:30:00,BRANCH,14466,DEBIT
500104,10021,18,CREDIT,2542,Restaurant,PK,2024-04-06 09:46:00,ONLINE,64570,CREDIT
501549,10108,92,DEBIT,423,Walmart,CN,2024-04-06 11:49:00,POS,596659,DEBIT
501111,10040,36,DEBIT,767,MobileTopup,US,2024-04-06 14:20:00,ATM,430597,DEBIT
502431,10023,20,DEBIT,1190,MobileTopup,PK,2024-04-06 18:37:00,ONLINE,66383,DEBIT
502668,10036,33,DEBIT,6668,MobileTopup,US,2024-04-07 01:02:00,ONLINE,269015,DEBIT
500064,10041,37,DEBIT,5387,Walmart,GB,2024-04-07 01:16:00,ONLINE,345385,DEBIT
501000,10079,67,DEBIT,8162,LocalStore,PK,2024-04-07 01:23:00,ONLINE,305464,DEBIT
503362,10029,26,DEBIT,6024,LocalStore,AE,2024-04-07 06:24:00,POS,334838,DEBIT
502997,10074,62,CREDIT,111,Transfer,GB,2024-04-07 11:09:00,ATM,81879,CREDIT
501807,10006,6,CREDIT,2703,ElectricBill,GB,2024-04-07 12:12:00,POS,160344,CREDIT
500885,10025,22,CREDIT,1420,MobileTopup,AE,2024-04-07 12:30:00,ONLINE,130847,CREDIT
500718,10104,89,DEBIT,908,SalaryCredit,AE,2024-04-07 14:05:00,ONLINE,407603,DEBIT
501584,10126,109,DEBIT,1249,ElectricBill,CN,2024-04-07 19:31:00,ONLINE,56633,DEBIT
500397,10072,61,DEBIT,2604,Amazon,PK,2024-04-07 19:49:00,BRANCH,145981,DEBIT
503281,10071,60,DEBIT,176,SalaryCredit,US,2024-04-08 01:21:00,ATM,366694,DEBIT
500941,10029,26,CREDIT,1823,LocalStore,PK,2024-04-08 01:58:00,ONLINE,336661,CREDIT
502397,10136,117,DEBIT,1902,ElectricBill,US,2024-04-08 03:22:00,ATM,265763,DEBIT
503804,10038,34,CREDIT,1963,Transfer,AE,2024-04-08 03:33:00,ATM,358911,CREDIT
504454,10094,81,DEBIT,847,Restaurant,CN,2024-04-08 04:00:00,ONLINE,445555,DEBIT
501687,10051,46,DEBIT,753,WaterBill,PK,2024-04-08 04:01:00,ATM,218241,DEBIT
502628,10113,97,DEBIT,6030,LocalStore,US,2024-04-08 05:27:00,ONLINE,431848,DEBIT
504355,10100,86,CREDIT,577,MobileTopup,CN,2024-04-08 05:32:00,ONLINE,433239,CREDIT
500340,10013,13,DEBIT,176,LocalStore,CN,2024-04-08 05:54:00,ONLINE,23150,DEBIT
504341,10042,38,CREDIT,4081,ElectricBill,US,2024-04-08 06:25:00,ONLINE,251590,CREDIT
500865,10040,36,DEBIT,307,ElectricBill,PK,2024-04-08 08:15:00,ONLINE,430290,DEBIT
503041,10053,48,DEBIT,299,Restaurant,CN,2024-04-08 09:05:00,ONLINE,357409,DEBIT
504239,10041,37,DEBIT,1115,LocalStore,US,2024-04-08 10:59:00,POS,344270,DEBIT
502932,10122,105,CREDIT,1591,LocalStore,PK,2024-04-08 15:25:00,ONLINE,7470,CREDIT
500449,10112,96,DEBIT,117,ElectricBill,US,2024-04-08 15:42:00,ONLINE,521842,DEBIT
502541,10038,34,CREDIT,1356,Restaurant,US,2024-04-08 17:28:00,ONLINE,360267,CREDIT
501058,10040,36,DEBIT,6915,Transfer,CN,2024-04-08 17:35:00,ONLINE,423375,DEBIT
500009,10025,22,CREDIT,5747,WaterBill,GB,2024-04-08 18:47:00,ONLINE,136594,CREDIT
501676,10014,13,DEBIT,3150,ElectricBill,CN,2024-04-08 20:47:00,POS,75125,DEBIT
503059,10097,83,DEBIT,2348,MobileTopup,CN,2024-04-08 21:33:00,ONLINE,108846,DEBIT
501355,10081,69,CREDIT,137,Restaurant,GB,2024-04-08 22:15:00,ONLINE,383244,CREDIT
500195,10131,113,DEBIT,605,Amazon,PK,2024-04-08 23:33:00,ONLINE,116997,DEBIT
501685,10083,71,DEBIT,426,MobileTopup,US,2024-04-09 03:34:00,ONLINE,5397,DEBIT
503117,10135,116,CREDIT,590,SalaryCredit,US,2024-04-09 05:00:00,POS,466730,CREDIT
500963,10109,93,CREDIT,2039,LocalStore,US,2024-04-09 07:58:00,ATM,22590,CREDIT
502606,10070,60,DEBIT,3302,WaterBill,AE,2024-04-09 08:25:00,POS,191462,DEBIT
500040,10083,71,DEBIT,166,Transfer,CN,2024-04-09 08:53:00,ONLINE,5231,DEBIT
501784,10050,45,CREDIT,1431,SalaryCredit,PK,2024-04-09 11:26:00,ATM,438014,CREDIT
